,titles,budgets,film_page_urls,directors,director_page_urls
523,Forever My Girl,"                
            $5.5MM

",https://pro.imdb.com/title/tt4103724/?ref_=search_title_T1_result_524,Bethany Ashton Wolf,https://pro.imdb.com/name/nm0039192/?ref_=search_title_T1_result_s_524
524,She's Out of My League,"                
            $20MM

",https://pro.imdb.com/title/tt0815236/?ref_=search_title_T1_result_525,Jim Field Smith,https://pro.imdb.com/name/nm1637768/?ref_=search_title_T1_result_s_525
525,Chronicle,"                
            $12MM

",https://pro.imdb.com/title/tt1706593/?ref_=search_title_T1_result_526,Josh Trank,https://pro.imdb.com/name/nm2503633/?ref_=search_title_T1_result_s_526
526,Ted,"                
            $50MM

",https://pro.imdb.com/title/tt1637725/?ref_=search_title_T1_result_527,Seth MacFarlane,https://pro.imdb.com/name/nm0532235/?ref_=search_title_T1_result_s_527
527,Predators,"                
            $40MM

",https://pro.imdb.com/title/tt1424381/?ref_=search_title_T1_result_528,Nimród Antal,https://pro.imdb.com/name/nm0030735/?ref_=search_title_T1_result_s_528
528,Flight,"                
            $31MM

",https://pro.imdb.com/title/tt1907668/?ref_=search_title_T1_result_529,Robert Zemeckis,https://pro.imdb.com/name/nm0000709/?ref_=search_title_T1_result_s_529
529,Brave,"                
            $185MM

",https://pro.imdb.com/title/tt1217209/?ref_=search_title_T1_result_530,Mark Andrews,https://pro.imdb.com/name/nm0028764/?ref_=search_title_T1_result_s_530
530,Dracula Untold,"                
            $70MM

",https://pro.imdb.com/title/tt0829150/?ref_=search_title_T1_result_531,Gary Shore,https://pro.imdb.com/name/nm2411495/?ref_=search_title_T1_result_s_531
531,Pitch Perfect 2,"                
            $29MM

",https://pro.imdb.com/title/tt2848292/?ref_=search_title_T1_result_532,Elizabeth Banks,https://pro.imdb.com/name/nm0006969/?ref_=search_title_T1_result_s_532
532,Crimson Peak,"                
            $55MM

",https://pro.imdb.com/title/tt2554274/?ref_=search_title_T1_result_533,Guillermo del Toro,https://pro.imdb.com/name/nm0868219/?ref_=search_title_T1_result_s_533
533,Life as We Know It,"                
            $38MM

",https://pro.imdb.com/title/tt1055292/?ref_=search_title_T1_result_534,Greg Berlanti,https://pro.imdb.com/name/nm0075528/?ref_=search_title_T1_result_s_534
534,The Thing,"                
            $38MM

",https://pro.imdb.com/title/tt0905372/?ref_=search_title_T1_result_535,Matthijs van Heijningen Jr.,https://pro.imdb.com/name/nm0374048/?ref_=search_title_T1_result_s_535
535,Maze Runner: The Scorch Trials,"                
            $61MM

",https://pro.imdb.com/title/tt4046784/?ref_=search_title_T1_result_536,Wes Ball,https://pro.imdb.com/name/nm1226871/?ref_=search_title_T1_result_s_536
536,Insidious: The Last Key,"                
            $10MM

",https://pro.imdb.com/title/tt5726086/?ref_=search_title_T1_result_537,Adam Robitel,https://pro.imdb.com/name/nm0733263/?ref_=search_title_T1_result_s_537
537,Elysium,"                
            $115MM

",https://pro.imdb.com/title/tt1535108/?ref_=search_title_T1_result_538,Neill Blomkamp,https://pro.imdb.com/name/nm0088955/?ref_=search_title_T1_result_s_538
538,Deepwater Horizon,"                
            $110MM

",https://pro.imdb.com/title/tt1860357/?ref_=search_title_T1_result_539,Peter Berg,https://pro.imdb.com/name/nm0000916/?ref_=search_title_T1_result_s_539
539,The First Purge,"                
            $13MM

",https://pro.imdb.com/title/tt6133466/?ref_=search_title_T1_result_540,Gerard McMurray,https://pro.imdb.com/name/nm2618764/?ref_=search_title_T1_result_s_540
540,The Last Witch Hunter,"                
            $90MM

",https://pro.imdb.com/title/tt1618442/?ref_=search_title_T1_result_541,Breck Eisner,https://pro.imdb.com/name/nm0252135/?ref_=search_title_T1_result_s_541
541,Sex and the City 2,"                
            $100MM

",https://pro.imdb.com/title/tt1261945/?ref_=search_title_T1_result_542,Michael Patrick King,https://pro.imdb.com/name/nm0455078/?ref_=search_title_T1_result_s_542
542,The Founder,"                
            $25MM

",https://pro.imdb.com/title/tt4276820/?ref_=search_title_T1_result_543,John Lee Hancock,https://pro.imdb.com/name/nm0359387/?ref_=search_title_T1_result_s_543
543,Home Again,"                
            $12MM

",https://pro.imdb.com/title/tt5719700/?ref_=search_title_T1_result_544,Hallie Meyers-Shyer,https://pro.imdb.com/name/nm0583654/?ref_=search_title_T1_result_s_544
544,Second Act,"                
            $16MM

",https://pro.imdb.com/title/tt2126357/?ref_=search_title_T1_result_545,Peter Segal,https://pro.imdb.com/name/nm0781842/?ref_=search_title_T1_result_s_545
545,Burlesque,"                
            $55MM

",https://pro.imdb.com/title/tt1126591/?ref_=search_title_T1_result_546,Steve Antin,https://pro.imdb.com/name/nm0031078/?ref_=search_title_T1_result_s_546
546,Kubo and the Two Strings,"                
            $60MM

",https://pro.imdb.com/title/tt4302938/?ref_=search_title_T1_result_547,Travis Knight,https://pro.imdb.com/name/nm1325899/?ref_=search_title_T1_result_s_547
547,Swiss Army Man,"                
            $3MM

",https://pro.imdb.com/title/tt4034354/?ref_=search_title_T1_result_548,Dan Kwan,https://pro.imdb.com/name/nm3453283/?ref_=search_title_T1_result_s_548
548,R.I.P.D.,"                
            $130MM

",https://pro.imdb.com/title/tt0790736/?ref_=search_title_T1_result_549,Robert Schwentke,https://pro.imdb.com/name/nm0777881/?ref_=search_title_T1_result_s_549
549,The Expendables,"                
            $80MM

",https://pro.imdb.com/title/tt1320253/?ref_=search_title_T1_result_550,Sylvester Stallone,https://pro.imdb.com/name/nm0000230/?ref_=search_title_T1_result_s_550
550,Remember Me,"                
            $16MM

",https://pro.imdb.com/title/tt1403981/?ref_=search_title_T1_result_551,Allen Coulter,https://pro.imdb.com/name/nm0002339/?ref_=search_title_T1_result_s_551
551,The Good Dinosaur,"                
            $200MM

",https://pro.imdb.com/title/tt1979388/?ref_=search_title_T1_result_552,Peter Sohn,https://pro.imdb.com/name/nm0812307/?ref_=search_title_T1_result_s_552
552,The Spectacular Now,"                
            $2.5MM

",https://pro.imdb.com/title/tt1714206/?ref_=search_title_T1_result_553,James Ponsoldt,https://pro.imdb.com/name/nm1242054/?ref_=search_title_T1_result_s_553
553,Aloha,"                
            $37MM

",https://pro.imdb.com/title/tt1243974/?ref_=search_title_T1_result_554,Cameron Crowe,https://pro.imdb.com/name/nm0001081/?ref_=search_title_T1_result_s_554
554,A Most Violent Year,"                
            $20MM

",https://pro.imdb.com/title/tt2937898/?ref_=search_title_T1_result_555,J.C. Chandor,https://pro.imdb.com/name/nm1170855/?ref_=search_title_T1_result_s_555
555,Annie,"                
            $65MM

",https://pro.imdb.com/title/tt1823664/?ref_=search_title_T1_result_556,Will Gluck,https://pro.imdb.com/name/nm0323239/?ref_=search_title_T1_result_s_556
556,The Lucky One,"                
            $25MM

",https://pro.imdb.com/title/tt1327194/?ref_=search_title_T1_result_557,Scott Hicks,https://pro.imdb.com/name/nm0382956/?ref_=search_title_T1_result_s_557
557,The Adjustment Bureau,"                
            $50MM

",https://pro.imdb.com/title/tt1385826/?ref_=search_title_T1_result_558,George Nolfi,https://pro.imdb.com/name/nm1079776/?ref_=search_title_T1_result_s_558
558,Detroit,"                
            $34MM

",https://pro.imdb.com/title/tt5390504/?ref_=search_title_T1_result_559,Kathryn Bigelow,https://pro.imdb.com/name/nm0000941/?ref_=search_title_T1_result_s_559
559,The Lego Movie,"                
            $60MM

",https://pro.imdb.com/title/tt1490017/?ref_=search_title_T1_result_560,Phil Lord,https://pro.imdb.com/name/nm0520488/?ref_=search_title_T1_result_s_560
560,Ben Is Back,"                
            $13MM

",https://pro.imdb.com/title/tt7545524/?ref_=search_title_T1_result_561,Peter Hedges,https://pro.imdb.com/name/nm0373282/?ref_=search_title_T1_result_s_561
561,Conan the Barbarian,"                
            $90MM

",https://pro.imdb.com/title/tt0816462/?ref_=search_title_T1_result_562,Marcus Nispel,https://pro.imdb.com/name/nm1197971/?ref_=search_title_T1_result_s_562
562,The 15:17 to Paris,"                
            $30MM

",https://pro.imdb.com/title/tt6802308/?ref_=search_title_T1_result_563,Clint Eastwood,https://pro.imdb.com/name/nm0000142/?ref_=search_title_T1_result_s_563
563,Mechanic: Resurrection,"                
            $40MM

",https://pro.imdb.com/title/tt3522806/?ref_=search_title_T1_result_564,Dennis Gansel,https://pro.imdb.com/name/nm0304541/?ref_=search_title_T1_result_s_564
564,The Circle,"                
            $18MM

",https://pro.imdb.com/title/tt4287320/?ref_=search_title_T1_result_565,James Ponsoldt,https://pro.imdb.com/name/nm1242054/?ref_=search_title_T1_result_s_565
565,Take Me Home Tonight,"                
            $23MM

",https://pro.imdb.com/title/tt0810922/?ref_=search_title_T1_result_566,Michael Dowse,https://pro.imdb.com/name/nm0236226/?ref_=search_title_T1_result_s_566
566,Masterminds,"                
            $25MM

",https://pro.imdb.com/title/tt2461150/?ref_=search_title_T1_result_567,Jared Hess,https://pro.imdb.com/name/nm0381478/?ref_=search_title_T1_result_s_567
567,The Counsellor,"                
            $25MM

",https://pro.imdb.com/title/tt2193215/?ref_=search_title_T1_result_568,Ridley Scott,https://pro.imdb.com/name/nm0000631/?ref_=search_title_T1_result_s_568
568,Legion,"                
            $26MM

",https://pro.imdb.com/title/tt1038686/?ref_=search_title_T1_result_569,Scott Stewart,https://pro.imdb.com/name/nm0829820/?ref_=search_title_T1_result_s_569
569,The 5th Wave,"                
            $38MM

",https://pro.imdb.com/title/tt2304933/?ref_=search_title_T1_result_570,J Blakeson,https://pro.imdb.com/name/nm2128335/?ref_=search_title_T1_result_s_570
570,Bridge of Spies,"                
            $40MM

",https://pro.imdb.com/title/tt3682448/?ref_=search_title_T1_result_571,Steven Spielberg,https://pro.imdb.com/name/nm0000229/?ref_=search_title_T1_result_s_571
571,The Family,"                
            $30MM

",https://pro.imdb.com/title/tt2404311/?ref_=search_title_T1_result_572,Luc Besson,https://pro.imdb.com/name/nm0000108/?ref_=search_title_T1_result_s_572
572,The Wolverine,"                
            $120MM

",https://pro.imdb.com/title/tt1430132/?ref_=search_title_T1_result_573,James Mangold,https://pro.imdb.com/name/nm0003506/?ref_=search_title_T1_result_s_573
573,London Fields,"                
            $8MM

",https://pro.imdb.com/title/tt1273221/?ref_=search_title_T1_result_574,Mathew Cullen,https://pro.imdb.com/name/nm3810122/?ref_=search_title_T1_result_s_574
574,The Dictator,"                
            $65MM

",https://pro.imdb.com/title/tt1645170/?ref_=search_title_T1_result_575,Larry Charles,https://pro.imdb.com/name/nm0153078/?ref_=search_title_T1_result_s_575
575,Transformers: Dark of the Moon,"                
            $195MM

",https://pro.imdb.com/title/tt1399103/?ref_=search_title_T1_result_576,Michael Bay,https://pro.imdb.com/name/nm0000881/?ref_=search_title_T1_result_s_576
576,Midnight Special,"                
            $18MM

",https://pro.imdb.com/title/tt2649554/?ref_=search_title_T1_result_577,Jeff Nichols,https://pro.imdb.com/name/nm2158772/?ref_=search_title_T1_result_s_577
577,50/50,"                
            $8MM

",https://pro.imdb.com/title/tt1306980/?ref_=search_title_T1_result_578,Jonathan Levine,https://pro.imdb.com/name/nm1349522/?ref_=search_title_T1_result_s_578
578,Little Italy,"                
            CAD 8MM

",https://pro.imdb.com/title/tt6957966/?ref_=search_title_T1_result_579,Donald Petrie,https://pro.imdb.com/name/nm0677953/?ref_=search_title_T1_result_s_579
579,127 Hours,"                
            $18MM

",https://pro.imdb.com/title/tt1542344/?ref_=search_title_T1_result_580,Danny Boyle,https://pro.imdb.com/name/nm0000965/?ref_=search_title_T1_result_s_580
580,The Visit,"                
            $5MM

",https://pro.imdb.com/title/tt3567288/?ref_=search_title_T1_result_581,M. Night Shyamalan,https://pro.imdb.com/name/nm0796117/?ref_=search_title_T1_result_s_581
581,Lights Out,"                
            $4.9MM

",https://pro.imdb.com/title/tt4786282/?ref_=search_title_T1_result_582,David F. Sandberg,https://pro.imdb.com/name/nm2497546/?ref_=search_title_T1_result_s_582
582,Goosebumps 2: Haunted Halloween,"                
            $35MM

",https://pro.imdb.com/title/tt5664636/?ref_=search_title_T1_result_583,Ari Sandel,https://pro.imdb.com/name/nm1847738/?ref_=search_title_T1_result_s_583
583,Night at the Museum: Secret of the Tomb,"                
            $127MM

",https://pro.imdb.com/title/tt2692250/?ref_=search_title_T1_result_584,Shawn Levy,https://pro.imdb.com/name/nm0506613/?ref_=search_title_T1_result_s_584
584,Girls Trip,"                
            $19MM

",https://pro.imdb.com/title/tt3564472/?ref_=search_title_T1_result_585,Malcolm D. Lee,https://pro.imdb.com/name/nm0002700/?ref_=search_title_T1_result_s_585
585,Assassin's Creed,"                
            $125MM

",https://pro.imdb.com/title/tt2094766/?ref_=search_title_T1_result_586,Justin Kurzel,https://pro.imdb.com/name/nm2355933/?ref_=search_title_T1_result_s_586
586,Jack Ryan: Shadow Recruit,"                
            $60MM

",https://pro.imdb.com/title/tt1205537/?ref_=search_title_T1_result_587,Kenneth Branagh,https://pro.imdb.com/name/nm0000110/?ref_=search_title_T1_result_s_587
587,Diary of a Wimpy Kid,"                
            $15MM

",https://pro.imdb.com/title/tt1196141/?ref_=search_title_T1_result_588,Thor Freudenthal,https://pro.imdb.com/name/nm0294457/?ref_=search_title_T1_result_s_588
588,I Feel Pretty,"                
            $32MM

",https://pro.imdb.com/title/tt6791096/?ref_=search_title_T1_result_589,Abby Kohn,https://pro.imdb.com/name/nm0463359/?ref_=search_title_T1_result_s_589
589,Black Mass,"                
            $53MM

",https://pro.imdb.com/title/tt1355683/?ref_=search_title_T1_result_590,Scott Cooper,https://pro.imdb.com/name/nm0178376/?ref_=search_title_T1_result_s_590
590,Café Society,"                
            $30MM

",https://pro.imdb.com/title/tt4513674/?ref_=search_title_T1_result_591,Woody Allen,https://pro.imdb.com/name/nm0000095/?ref_=search_title_T1_result_s_591
591,Despicable Me,"                
            $69MM

",https://pro.imdb.com/title/tt1323594/?ref_=search_title_T1_result_592,Pierre Coffin,https://pro.imdb.com/name/nm1853544/?ref_=search_title_T1_result_s_592
592,Cowboys & Aliens,"                
            $163MM

",https://pro.imdb.com/title/tt0409847/?ref_=search_title_T1_result_593,Jon Favreau,https://pro.imdb.com/name/nm0269463/?ref_=search_title_T1_result_s_593
593,The Twilight Saga: Breaking Dawn - Part 1,"                
            $110MM

",https://pro.imdb.com/title/tt1324999/?ref_=search_title_T1_result_594,Bill Condon,https://pro.imdb.com/name/nm0174374/?ref_=search_title_T1_result_s_594
594,The Skin I Live In,"                
            $13MM

",https://pro.imdb.com/title/tt1189073/?ref_=search_title_T1_result_595,Pedro Almodóvar,https://pro.imdb.com/name/nm0000264/?ref_=search_title_T1_result_s_595
595,22 Jump Street,"                
            $50MM

",https://pro.imdb.com/title/tt2294449/?ref_=search_title_T1_result_596,Phil Lord,https://pro.imdb.com/name/nm0520488/?ref_=search_title_T1_result_s_596
